Rank,Name,Team,Position,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGamePPR,FantasyPointsPPR
66,Matt Prater,ARI,K,3,DAL,3,3,100,62,1,1,12,12
66,Matt Gay,IND,K,15,PIT,3,5,60,42,3,3,12,12
66,Jason Sanders,MIA,K,15,NYJ,3,3,100,37,3,3,12,12
98,Chris Boswell,PIT,K,10,GB,3,3,100,49,2,2,11,11
98,Evan McPherson,CIN,K,10,HOU,2,2,100,50,3,3,11,11
98,Riley Patterson,DET,K,10,LAC,2,2,100,41,5,5,11,11
98,Chad Ryland,NE,K,7,BUF,3,3,100,49,2,2,11,11
98,Matt Gay,IND,K,18,HOU,3,4,75,52,0,0,11,11
98,Chase McLaughlin,TB,K,18,CAR,3,3,100,57,0,0,11,11
98,Cairo Santos,CHI,K,18,GB,3,3,100,50,0,0,11,11
98,Greg Joseph,MIN,K,6,CHI,2,3,66.7,53,1,2,11,11
98,Matt Prater,ARI,K,6,LAR,3,3,100,55,0,0,11,11
98,Matt Gay,IND,K,5,TEN,3,3,100,43,2,2,11,11
98,Jake Elliott,PHI,K,5,LAR,3,3,100,34,2,2,11,11
98,Nick Folk,TEN,K,4,CIN,2,2,100,53,3,3,11,11
98,Harrison Butker,KC,K,4,NYJ,3,3,100,37,2,2,11,11
98,Younghoe Koo,ATL,K,8,TEN,3,3,100,49,2,2,11,11
98,Harrison Butker,KC,K,8,DEN,3,3,100,56,0,0,11,11
98,Justin Tucker,BAL,K,14,LAR,3,3,100,47,2,2,11,11
98,Chase McLaughlin,TB,K,14,ATL,2,2,100,55,3,3,11,11
98,Anders Carlson,GB,K,16,CAR,2,2,100,53,3,4,11,11
98,Greg Joseph,MIN,K,9,ATL,3,3,100,32,2,2,11,11
98,Matt Gay,IND,K,9,CAR,2,2,100,57,3,3,11,11
98,Cameron Dicker,LAC,K,9,NYJ,2,2,100,55,3,3,11,11
98,Brett Maher,LAR,K,2,SF,3,3,100,48,2,2,11,11
98,Matt Gay,IND,K,17,LV,3,3,100,45,2,2,11,11
98,Blake Grupe,NO,K,17,TB,3,3,100,45,2,2,11,11
98,Jason Myers,SEA,K,17,PIT,3,3,100,43,2,2,11,11
98,Dustin Hopkins,CLE,K,3,TEN,2,2,100,52,3,3,11,11
98,Harrison Butker,KC,K,3,CHI,2,2,100,41,5,5,11,11
98,Jake Elliott,PHI,K,3,TB,3,3,100,38,2,2,11,11
98,Harrison Butker,KC,K,15,NE,2,3,66.7,54,3,3,11,11
98,Justin Tucker,BAL,K,15,JAX,3,3,100,43,2,2,11,11
128,Jake Moody,SF,K,10,JAX,2,2,100,39,4,4,10,10
128,Chris Boswell,PIT,K,12,CIN,3,3,100,41,1,1,10,10
128,Tyler Bass,BUF,K,12,PHI,2,4,50,48,4,4,10,10
128,Blake Grupe,NO,K,7,JAX,3,4,75,42,1,1,10,10
128,Dustin Hopkins,CLE,K,1,CIN,3,3,100,43,1,1,10,10
128,Chase McLaughlin,TB,K,1,MIN,2,2,100,57,2,2,10,10
128,Anders Carlson,GB,K,1,CHI,1,1,100,52,5,5,10,10
128,Brandon Aubrey,DAL,K,1,NYG,2,2,100,38,4,5,10,10
128,Greg Zuerlein,NYJ,K,1,BUF,3,3,100,43,1,1,10,10
128,Brandon Aubrey,DAL,K,18,WAS,1,3,33.3,50,5,5,10,10
128,Nick Folk,TEN,K,6,BAL,3,3,100,38,1,1,10,10
128,Matt Gay,IND,K,6,JAX,2,2,100,56,2,2,10,10
128,Evan McPherson,CIN,K,5,ARI,2,2,100,40,4,4,10,10
128,Riley Patterson,DET,K,4,GB,2,2,100,37,4,4,10,10
128,Chase McLaughlin,TB,K,4,NO,2,2,100,51,2,2,10,10
128,Jake Elliott,PHI,K,8,WAS,1,1,100,51,5,5,10,10
128,Cairo Santos,CHI,K,14,DET,3,3,100,46,1,2,10,10
128,Evan McPherson,CIN,K,14,IND,2,2,100,35,4,4,10,10
128,Anders Carlson,GB,K,14,NYG,3,4,75,48,1,1,10,10
128,Matt Ammendola,HOU,K,13,DEN,3,3,100,38,1,1,10,10
128,Lucas Havrisik,LAR,K,13,CLE,2,3,66.7,44,4,4,10,10
128,Justin Tucker,BAL,K,11,CIN,2,2,100,47,4,4,10,10
128,Evan McPherson,CIN,K,11,BAL,2,3,66.7,50,2,2,10,10
128,Brandon McManus,JAX,K,11,TEN,2,2,100,30,4,4,10,10
128,Jason Sanders,MIA,K,11,LV,2,3,66.7,51,2,2,10,10
128,Chad Ryland,NE,K,16,DEN,2,3,66.7,56,2,3,10,10
128,Nick Folk,TEN,K,9,PIT,3,3,100,48,1,1,10,10
128,Cameron Dicker,LAC,K,2,TEN,3,3,100,33,1,1,10,10
128,Brandon Aubrey,DAL,K,17,DET,2,2,100,51,2,2,10,10
128,Wil Lutz,DEN,K,17,LAC,3,4,75,43,1,1,10,10
128,Jason Sanders,MIA,K,3,DEN,0,0,0,0,10,10,10,10
128,Brandon Aubrey,DAL,K,3,ARI,3,3,100,49,1,1,10,10
128,Brett Maher,LAR,K,3,CIN,3,3,100,42,1,1,10,10
128,Chase McLaughlin,TB,K,15,GB,2,2,100,46,4,4,10,10
162,Greg Joseph,MIN,K,10,NO,2,3,66.7,40,3,3,9,9
162,Brandon Aubrey,DAL,K,12,WAS,1,1,100,52,4,5,9,9
162,Jason Myers,SEA,K,12,SF,2,3,66.7,51,1,1,9,9
162,Matt Gay,IND,K,12,TB,2,3,66.7,46,3,3,9,9
162,Wil Lutz,DEN,K,12,CLE,2,2,100,34,3,3,9,9
162,Jake Elliott,PHI,K,12,BUF,1,1,100,59,4,4,9,9
162,Ka'imi Fairbairn,HOU,K,1,BAL,3,3,100,38,0,0,9,9
162,Greg Zuerlein,NYJ,K,18,NE,3,4,75,40,0,0,9,9
162,Mason Crosby,NYG,K,18,PHI,2,3,66.7,0,3,3,9,9
162,Daniel Carlson,LV,K,18,DEN,2,2,100,49,3,3,9,9
162,Cairo Santos,CHI,K,6,MIN,2,2,100,53,1,1,9,9
162,Jason Myers,SEA,K,6,CIN,2,2,100,55,1,1,9,9
162,Graham Gano,NYG,K,6,BUF,3,3,100,43,0,0,9,9
162,Chris Boswell,PIT,K,5,BAL,3,3,100,43,0,0,9,9
162,Harrison Butker,KC,K,5,MIN,2,2,100,40,3,3,9,9
162,Eddy Piñeiro,CAR,K,4,MIN,2,2,100,56,1,1,9,9
162,Wil Lutz,DEN,K,4,CHI,1,1,100,51,4,4,9,9
162,Blake Grupe,NO,K,4,TB,3,3,100,44,0,0,9,9
162,Matt Gay,IND,K,8,NO,2,2,100,42,3,3,9,9
162,Eddy Piñeiro,CAR,K,8,HOU,3,3,100,46,0,1,9,9
162,Joey Slye,WAS,K,8,PHI,1,1,100,61,4,4,9,9
162,Evan McPherson,CIN,K,8,SF,1,2,50,56,4,4,9,9
162,Dustin Hopkins,CLE,K,14,JAX,1,1,100,55,4,4,9,9
162,Jake Elliott,PHI,K,14,DAL,2,2,100,52,1,1,9,9
162,Jason Sanders,MIA,K,14,TEN,2,3,66.7,31,3,3,9,9
162,Riley Patterson,DET,K,13,NO,2,2,100,32,3,3,9,9
162,Jason Sanders,MIA,K,13,WAS,1,1,100,49,6,6,9,9
162,Anders Carlson,GB,K,13,KC,2,2,100,48,3,3,9,9
162,Brandon Aubrey,DAL,K,11,CAR,2,2,100,30,3,4,9,9
162,Jake Moody,SF,K,11,TB,2,2,100,37,3,3,9,9
162,Cairo Santos,CHI,K,16,ARI,2,2,100,49,3,3,9,9
162,Dustin Hopkins,CLE,K,9,ARI,2,3,66.7,45,3,3,9,9
162,Brandon McManus,JAX,K,2,KC,3,3,100,49,0,0,9,9
162,Justin Tucker,BAL,K,2,CIN,2,3,66.7,44,3,3,9,9
162,Chase McLaughlin,TB,K,2,CHI,2,3,66.7,26,3,3,9,9
162,Nick Folk,TEN,K,2,LAC,2,2,100,41,3,3,9,9
162,Wil Lutz,DEN,K,2,WAS,2,2,100,32,3,3,9,9
162,Joey Slye,WAS,K,2,DEN,2,4,50,49,3,3,9,9
162,Matt Prater,ARI,K,17,PHI,2,2,100,34,3,3,9,9
162,Tyler Bass,BUF,K,17,NE,2,2,100,35,3,3,9,9
162,Jake Moody,SF,K,17,WAS,2,2,100,38,3,3,9,9
162,Anders Carlson,GB,K,17,MIN,2,2,100,37,3,4,9,9
162,Chad Ryland,NE,K,3,NYJ,2,4,50,51,1,1,9,9
162,Eddy Piñeiro,CAR,K,3,SEA,2,3,66.7,47,3,3,9,9
162,Daniel Carlson,LV,K,15,LAC,0,0,0,0,9,9,9,9
162,Evan McPherson,CIN,K,15,MIN,2,2,100,34,3,3,9,9
162,Eddy Piñeiro,CAR,K,15,ATL,3,3,100,34,0,0,9,9
162,Jake Moody,SF,K,15,ARI,1,1,100,43,6,6,9,9
210,Chase McLaughlin,TB,K,10,TEN,2,2,100,35,2,2,8,8
210,Cameron Dicker,LAC,K,10,DET,1,1,100,48,5,5,8,8
210,Joey Slye,WAS,K,10,SEA,2,2,100,49,2,3,8,8
210,Chase McLaughlin,TB,K,12,IND,2,2,100,24,2,2,8,8
210,Justin Tucker,BAL,K,12,LAC,2,3,66.7,48,2,2,8,8
210,Cairo Santos,CHI,K,7,LV,1,1,100,54,3,4,8,8
210,Justin Tucker,BAL,K,7,DET,1,1,100,32,5,5,8,8
210,Matt Gay,IND,K,7,CLE,1,2,50,27,5,5,8,8
210,Chris Boswell,PIT,K,7,LAR,1,1,100,53,3,3,8,8
210,Jason Myers,SEA,K,7,ARI,2,2,100,48,2,2,8,8
210,Harrison Butker,KC,K,1,DET,2,2,100,39,2,2,8,8
210,Joey Slye,WAS,K,1,ARI,2,2,100,33,2,2,8,8
210,Brandon McManus,JAX,K,18,TEN,2,2,100,44,2,2,8,8
210,Greg Joseph,MIN,K,18,DET,2,2,100,43,2,2,8,8
210,Matt Prater,ARI,K,18,SEA,2,4,50,34,2,2,8,8
210,Ka'imi Fairbairn,HOU,K,6,NO,2,2,100,24,2,2,8,8
210,Riley Patterson,DET,K,6,TB,2,3,66.7,36,2,2,8,8
210,Brandon Aubrey,DAL,K,6,LAC,2,2,100,39,2,2,8,8
210,Joey Slye,WAS,K,5,CHI,2,3,66.7,51,0,0,8,8
210,Greg Joseph,MIN,K,5,KC,2,2,100,40,2,2,8,8
210,Anders Carlson,GB,K,4,DET,2,2,100,50,0,0,8,8
210,Blake Grupe,NO,K,8,IND,1,1,100,27,5,5,8,8
210,Dustin Hopkins,CLE,K,8,SEA,2,2,100,27,2,2,8,8
210,Tyler Bass,BUF,K,14,KC,2,2,100,39,2,2,8,8
210,Nick Folk,TEN,K,14,MIA,2,2,100,28,2,2,8,8
210,Matt Prater,ARI,K,13,PIT,1,1,100,51,3,3,8,8
210,Nick Folk,TEN,K,13,IND,2,2,100,46,2,3,8,8
210,Cameron Dicker,LAC,K,11,GB,2,2,100,26,2,2,8,8
210,Greg Joseph,MIN,K,11,DEN,2,2,100,34,2,2,8,8
210,Jason Myers,SEA,K,16,TEN,2,2,100,28,2,2,8,8
210,Brandon Aubrey,DAL,K,16,MIA,2,2,100,43,2,2,8,8
210,Chris Boswell,PIT,K,9,TEN,2,2,100,30,2,2,8,8
210,Joey Slye,WAS,K,9,NE,2,2,100,37,2,2,8,8
210,Blake Grupe,NO,K,9,CHI,1,2,50,55,3,3,8,8
210,Anders Carlson,GB,K,9,LAR,2,3,66.7,34,2,2,8,8
210,Ka'imi Fairbairn,HOU,K,2,IND,2,3,66.7,36,2,2,8,8
210,Tyler Bass,BUF,K,2,LV,1,1,100,29,5,5,8,8
210,Matt Prater,ARI,K,2,NYG,2,3,66.7,44,2,2,8,8
210,Blake Grupe,NO,K,2,CAR,2,2,100,28,2,2,8,8
210,Dustin Hopkins,CLE,K,2,PIT,2,3,66.7,55,0,0,8,8
210,Greg Zuerlein,NYJ,K,17,CLE,2,3,66.7,46,2,2,8,8
210,Justin Tucker,BAL,K,17,MIA,0,0,0,0,8,8,8,8
210,Daniel Carlson,LV,K,17,IND,2,2,100,40,2,2,8,8
210,Graham Gano,NYG,K,3,SF,2,2,100,57,0,0,8,8
210,Riley Patterson,DET,K,3,ATL,2,2,100,37,2,2,8,8
210,Wil Lutz,DEN,K,3,MIA,2,2,100,31,2,2,8,8
210,Anders Carlson,GB,K,15,TB,2,2,100,36,2,2,8,8
210,Blake Grupe,NO,K,15,NYG,1,1,100,50,3,3,8,8
210,Dustin Hopkins,CLE,K,15,CHI,2,2,100,34,2,2,8,8
210,Lucas Havrisik,LAR,K,15,WAS,2,3,66.7,27,2,2,8,8
210,Jason Myers,SEA,K,15,PHI,2,2,100,43,2,2,8,8
261,Eddy Piñeiro,CAR,K,10,CHI,2,3,66.7,39,1,1,7,7
261,Justin Tucker,BAL,K,10,CLE,1,2,50,37,4,4,7,7
261,Anders Carlson,GB,K,10,PIT,2,2,100,31,1,2,7,7
261,Brandon Aubrey,DAL,K,10,NYG,0,0,0,0,7,7,7,7
261,Jake Moody,SF,K,12,SEA,1,1,100,32,4,4,7,7
261,Nick Folk,TEN,K,12,CAR,1,1,100,53,2,2,7,7
261,Lucas Havrisik,LAR,K,12,ARI,1,2,50,24,4,5,7,7
261,Harrison Butker,KC,K,12,LV,1,1,100,32,4,4,7,7
261,Brandon McManus,JAX,K,7,NO,1,1,100,43,4,4,7,7
261,Chase McLaughlin,TB,K,7,ATL,2,2,100,36,1,1,7,7
261,Harrison Butker,KC,K,7,LAC,1,1,100,35,4,4,7,7
261,Cameron Dicker,LAC,K,7,KC,1,1,100,55,2,2,7,7
261,Jake Elliott,PHI,K,7,MIA,1,1,100,24,4,4,7,7
261,Jake Moody,SF,K,7,MIN,1,2,50,55,2,2,7,7
261,Brandon McManus,JAX,K,1,IND,1,1,100,45,4,4,7,7
261,Jason Myers,SEA,K,1,LAR,2,3,66.7,42,1,1,7,7
261,Ka'imi Fairbairn,HOU,K,18,IND,1,1,100,51,2,3,7,7
261,Evan McPherson,CIN,K,18,CLE,1,1,100,45,4,4,7,7
261,Jason Myers,SEA,K,18,ARI,2,2,100,33,1,1,7,7
261,Harrison Butker,KC,K,18,LAC,2,2,100,41,1,1,7,7
261,Evan McPherson,CIN,K,6,SEA,1,1,100,52,2,2,7,7
261,Blake Grupe,NO,K,6,HOU,2,4,50,48,1,1,7,7
261,Jason Sanders,MIA,K,5,NYG,1,1,100,40,4,4,7,7
261,Younghoe Koo,ATL,K,5,HOU,2,2,100,37,1,1,7,7
261,Wil Lutz,DEN,K,5,NYJ,2,2,100,23,1,1,7,7
261,Anders Carlson,GB,K,5,LV,2,2,100,37,1,1,7,7
261,Joey Slye,WAS,K,4,PHI,1,1,100,27,4,4,7,7
261,Greg Zuerlein,NYJ,K,8,NYG,2,2,100,35,1,1,7,7
261,Jason Sanders,MIA,K,8,NE,1,1,100,30,4,4,7,7
261,Justin Tucker,BAL,K,8,ARI,1,2,50,48,4,4,7,7
261,Younghoe Koo,ATL,K,13,NYJ,2,2,100,42,1,1,7,7
261,Jake Elliott,PHI,K,13,SF,2,2,100,39,1,1,7,7
261,Dustin Hopkins,CLE,K,13,LAR,2,2,100,40,1,2,7,7
261,Harrison Butker,KC,K,13,GB,2,2,100,34,1,1,7,7
261,Brandon McManus,JAX,K,13,CIN,1,2,50,40,4,4,7,7
261,Randy Bullock,NYG,K,11,WAS,1,1,100,36,4,4,7,7
261,Dustin Hopkins,CLE,K,11,PIT,2,2,100,34,1,1,7,7
261,Daniel Carlson,LV,K,11,MIA,2,2,100,47,1,1,7,7
261,Joey Slye,WAS,K,11,NYG,2,2,100,42,1,2,7,7
261,Mason Crosby,NYG,K,16,PHI,1,1,100,52,2,2,7,7
261,Eddy Piñeiro,CAR,K,9,IND,2,2,100,49,1,1,7,7
261,Brandon Aubrey,DAL,K,9,PHI,1,1,100,51,2,2,7,7
261,Matt Gay,IND,K,2,HOU,1,1,100,42,4,4,7,7
261,Jason Myers,SEA,K,2,DET,1,3,33.3,25,4,4,7,7
261,Riley Patterson,DET,K,2,SEA,1,1,100,38,4,4,7,7
261,Cairo Santos,CHI,K,2,TB,1,1,100,52,2,2,7,7
261,Graham Gano,NYG,K,2,ARI,1,1,100,34,4,4,7,7
261,Riley Patterson,CLE,K,17,NYJ,1,1,100,33,4,5,7,7
261,Michael Badgley,DET,K,17,DAL,2,2,100,41,1,1,7,7
261,Mason Crosby,NYG,K,17,LAR,2,3,66.7,32,1,2,7,7
261,Jake Elliott,PHI,K,17,ARI,1,1,100,43,4,4,7,7
261,Jason Sanders,MIA,K,17,BAL,2,2,100,38,1,1,7,7
261,Justin Tucker,BAL,K,3,IND,1,2,50,50,2,2,7,7
261,Tyler Bass,BUF,K,15,DAL,1,1,100,23,4,4,7,7
315,Matt Gay,IND,K,10,NE,1,2,50,51,1,1,6,6
315,Chad Ryland,NE,K,10,IND,2,3,66.7,37,0,0,6,6
315,Nick Folk,TEN,K,10,TB,2,3,66.7,38,0,0,6,6
315,Younghoe Koo,ATL,K,12,NO,1,1,100,39,3,3,6,6
315,Eddy Piñeiro,CAR,K,12,TEN,1,1,100,50,1,1,6,6
315,Dustin Hopkins,CLE,K,12,DEN,2,2,100,36,0,0,6,6
315,Daniel Carlson,LV,K,7,CHI,2,3,66.7,40,0,0,6,6
315,Younghoe Koo,ATL,K,1,CAR,1,1,100,49,3,3,6,6
315,Cairo Santos,CHI,K,1,GB,2,2,100,47,0,0,6,6
315,Michael Badgley,DET,K,18,MIN,1,1,100,39,3,4,6,6
315,Jason Sanders,MIA,K,6,CAR,0,0,0,0,6,6,6,6
315,Joey Slye,WAS,K,6,ATL,1,1,100,37,3,3,6,6
315,Chase McLaughlin,TB,K,6,DET,2,2,100,36,0,0,6,6
315,Eddy Piñeiro,CAR,K,5,DET,1,1,100,33,3,3,6,6
315,Riley Patterson,DET,K,5,CAR,0,0,0,0,6,6,6,6
315,Jake Moody,SF,K,5,DAL,0,0,0,0,6,6,6,6
315,Brandon Aubrey,DAL,K,5,SF,1,1,100,50,1,1,6,6
315,Chris Boswell,PIT,K,4,HOU,2,2,100,35,0,0,6,6
315,Cameron Dicker,LAC,K,4,LV,1,1,100,33,3,3,6,6
315,Jason Myers,SEA,K,4,NYG,1,2,50,34,3,3,6,6
315,Chase McLaughlin,TB,K,8,BUF,1,2,50,57,1,1,6,6
315,Tyler Bass,BUF,K,8,TB,1,1,100,37,3,3,6,6
315,Greg Joseph,MIN,K,8,GB,1,3,33.3,25,3,3,6,6
315,Lucas Havrisik,LAR,K,8,DAL,2,2,100,47,0,0,6,6
315,Jason Myers,SEA,K,8,CLE,1,1,100,32,3,3,6,6
315,Wil Lutz,DEN,K,8,KC,1,2,50,28,3,3,6,6
315,Chris Boswell,PIT,K,14,NE,1,1,100,56,1,1,6,6
315,Eddy Piñeiro,CAR,K,14,NO,2,3,66.7,47,0,0,6,6
315,Wil Lutz,DEN,K,14,LAC,1,1,100,23,3,3,6,6
315,Randy Bullock,NYG,K,14,GB,1,2,50,37,3,3,6,6
315,Cameron Dicker,LAC,K,13,NE,2,2,100,38,0,0,6,6
315,Greg Zuerlein,NYJ,K,13,ATL,2,2,100,46,0,0,6,6
315,Jake Moody,SF,K,13,PHI,0,0,0,0,6,6,6,6
315,Matt Prater,ARI,K,11,HOU,1,1,100,57,1,1,6,6
315,Tyler Bass,BUF,K,16,LAC,1,1,100,29,3,3,6,6
315,Eddy Piñeiro,CAR,K,16,GB,1,1,100,52,1,3,6,6
315,Michael Badgley,DET,K,16,MIN,1,1,100,37,3,4,6,6
315,Greg Joseph,MIN,K,16,DET,1,1,100,26,3,3,6,6
315,Matt Prater,ARI,K,16,CHI,1,1,100,55,1,1,6,6
315,Daniel Carlson,LV,K,16,KC,2,2,100,35,0,0,6,6
315,Ka'imi Fairbairn,HOU,K,9,TB,1,1,100,50,1,1,6,6
315,Evan McPherson,CIN,K,9,BUF,1,1,100,20,3,3,6,6
315,Greg Zuerlein,NYJ,K,9,LAC,2,2,100,47,0,0,6,6
315,Evan McPherson,CIN,K,2,BAL,1,1,100,27,3,3,6,6
315,Anders Carlson,GB,K,2,ATL,1,1,100,33,3,3,6,6
315,Jason Sanders,MIA,K,2,NE,1,3,33.3,23,3,3,6,6
